VBB-Nr;HAFAS-Nr;NAME;KOORDINATE_Y;KOORDINATE_X;lat;lon
220454;9220454;Wusterwitz, Grundschule;5804789;4525889;52375842;12378641
220475;9220475;Tieckow, Wendestelle;5815175;4531008;52468910;12454767
220476;9220476;Saarmund, Bergstr.;5798845;4576817;52317670;13125007
220483;9220483;Leest, Eichholzweg;5811631;4564319;52434163;12944203
220484;9220484;Leest, Kirche;5811597;4563744;52433925;12935743
220492;9220492;Alt Tšplitz, Rosin;5811588;4562781;52433955;12921584
220493;9220493;Alt Tšplitz, Kirschweg;5811477;4562476;52432993;12917079
220494;9220494;Alt Tšplitz, Dorfplatz;5811337;4561778;52431814;12906792
220495;9220495;Alt Tšplitz, Sportplatz;5811688;4561620;52434986;12904534
220496;9220496;Alt Tšplitz, Hasselbergweg;5811465;4561741;52432968;12906272
220497;9220497;Neu Tšplitz, Phšbener Eck;5811888;4561483;52436798;12902556
220498;9220498;Neu Tšplitz, Weinbergstr.;5812508;4561688;52442346;12905685
220499;9220499;Neu Tšplitz, Wendeplatz;5812752;4561741;52444533;12906509
220500;9220500;Neu Tšplitz,;;;;
220510;9220510;Stahnsdorf, Irisweg;5805654;4583151;52377926;13219557
220511;9220511;Stahnsdorf, Sonnenblumenweg;5805963;4583139;52380704;13219457
220512;9220512;Stahnsdorf, MŸhlenstr.;5806712;4583053;52387446;13218380
220513;9220513;Stahnsdorf, Friedrich-Wei§ler-Platz;5807185;4583203;52391673;13220700
220514;9220514;Stahnsdorf, Friedrich-Naumann-Str.;5806208;4581967;52383081;13202309
220530;9220530;Kleinmachnow, Heidefeld/Stahnsdorfer Damm;5808389;4581903;52402687;13201902
220531;9220531;Kleinmachnow, JŠgerstieg;5809713;4583810;52414294;13230246
220532;9220532;Kleinmachnow, Im Kamp;5808679;4583819;52405003;13230120
220545;9220545;Wildpark-West, BrŸcke;5806745;4566432;52390008;12974298
220546;9220546;Wildpark-West, Fuchsweg;5806349;4566252;52386472;12971576
220547;9220547;Wildpark-West, Entenfang;5806061;4565235;52384006;12956585
220548;9220548;Wildpark-West, Marktplatz;5806309;4565004;52386262;12953241
220572;9220572;Caputh, Gertrud-Feiertag-Haus;5802502;4569152;52351547;13013372
220573;9220573;Caputh, Schwielowsee Bhf;5801365;4566967;52341601;12981083
220574;9220574;Caputh, Schumannstr.;5802377;4568893;52350456;13009546
220575;9220575;Caputh, Lindenstr.;5802250;4568599;52349352;13005206
220576;9220576;Caputh, Schloss;5802116;4568257;52348191;13000160
220577;9220577;Caputh, Schule;5802017;4568021;52347330;12996678
220578;9220578;Caputh, Feldstr.;5801692;4567485;52344476;12988748
220579;9220579;Caputh, Wendeplatz;5800751;4566364;52336157;12972116
220580;9220580;Caputh, Flottstelle;5800117;4566183;52330482;12969336
220586;9220586;Ferch, Zeltplatz Flottstelle;5799746;4565745;52327201;12962839
220588;9220588;Ferch, Strandbad;5798311;4564423;52314463;12943177
220590;9220590;Ferch, Potsdamer Platz;5797952;4563464;52311349;12929048
220591;9220591;Ferch, Kammeroder Weg;5798116;4562856;52312892;12920165
220594;9220594;Ferch, Neue Scheune;5798793;4563306;52318924;12926890
220595;9220595;Ferch, Mittelbusch;5799322;4563288;52323680;12926725
220596;9220596;Ferch, Hohe Eichen;5798447;4562861;52315866;12920300
220599;9220599;Ferch, Kammerode;5799281;4561776;52323483;12904545
220604;9220604;Geltow, SchŠfereistr.;5803758;4566792;52363125;12978991
220609;9220609;Werder (Havel), Seerosenweg;5808465;4561966;52405986;12909024
220610;9220610;Werder (Havel), Post;5805279;4563655;52377165;12933235
220611;9220611;Werder (Havel), Betriebstankstelle;5808082;4562132;52402526;12911392
220612;9220612;Werder (Havel), Werderpark;5803782;4563775;52363699;12934713
220613;9220613;Werder (Havel), Kugelweg;5804526;4562768;52370501;12920071
220614;9220614;Werder (Havel), Yachthafen;5807878;4561885;52400721;12907726
220615;9220615;Werder (Havel), Am Gutshof;5805192;4563821;52376364;12935656
220616;9220616;Werder (Havel), Wachtelburg;5804852;4563840;52373306;12935870
220617;9220617;Werder (Havel), Am Wachtelberg;5804694;4563506;52371925;12930937
220618;9220618;Werder (Havel), Moosfennstr.;5804308;4563372;52368472;12928897
220619;9220619;Werder (Havel), StrengbrŸcke;5803815;4564248;52363941;12941662
220620;9220620;Werder (Havel), Riegelspitze;5803515;4564698;52361192;12948209
220622;9220622;Werder (Havel), Am Wachtelwinkel;5804786;4563670;52372733;12933362
220623;9220623;Werder (Havel), Friedhof;5805297;4563199;52377379;12926543
220624;9220624;Werder (Havel), HollŠndermŸhle/Schwielowsee;5802867;4565471;52355278;12959428
220625;9220625;Werder (Havel), HollŠndermŸhle;5803042;4565455;52356852;12959227
220626;9220626;Werder (Havel), Marienweg;5806304;4563322;52386413;12928539
220627;9220627;Werder (Havel), Bismarckhšhe;5805844;4563649;52382242;12933254
220628;9220628;Werder (Havel), Markt;5805511;4564215;52379184;12941501
220629;9220629;Werder (Havel), Brandenburger Str.;5804943;4563229;52374195;12926917
220630;9220630;Werder (Havel), Lietzes Weg;5804673;4562673;52371832;12918704
220634;9220634;Werder (Havel), Hans-Grade-Str.;5807748;4562060;52399533;12910273
220635;9220635;Werder (Havel), Hoher Weg;5805782;4563401;52381714;12929601
220636;9220636;Werder (Havel), Gluckstr.;5805614;4562885;52380264;12921992
220637;9220637;Werder (Havel), Margarethenstr.;5805922;4562693;52383053;12919230
220638;9220638;Werder (Havel), Am Finkenberg;5806327;4562449;52386720;12915723
220639;9220639;Werder (Havel), Kesselgrundstr.;5806652;4562126;52389677;12911039
220640;9220640;Werder (Havel), Phšbener Str.;5806970;4562851;52392452;12921747
220641;9220641;Werder (Havel), BrŸnhildestr.;5806974;4561853;52392601;12907089
220642;9220642;Werder (Havel), Kšlner Str.;5805122;4563556;52375765;12931752
220643;9220643;Werder (Havel), Hans-Sachs-Str.;5806840;4561720;52391412;12905111
220644;9220644;Werder (Havel), Rosenstr.;5807011;4561359;52392989;12899840
220645;9220645;Werder (Havel), Stadtrandsiedlung;5807323;4561036;52395829;12895153
220646;9220646;Werder (Havel), Friedrichshšhe;5806561;4563165;52388741;12926282
220648;9220648;Kemnitz (PM), Kolonie Zern;5808733;4561785;52408415;12906415
220649;9220649;Werder (Havel), Fuchsberg;5809692;4561256;52417091;12898817
220652;9220652;Geltow, Bergmeierei;5803837;4567189;52363786;12984834
220653;9220653;Geltow, Hauffstr./Caputher Chaussee;5803754;4566480;52363127;12974411
220654;9220654;Geltow, Hauffstr./Am Pappeltor;5803755;4566117;52363180;12969083
220655;9220655;Geltow, BaumgartenbrŸck;5803344;4565760;52359529;12963763
220656;9220656;Geltow, Friedhof;5804157;4565182;52366904;12955437
220658;9220658;Caputh-Geltow, Bahnhof;5802306;4567121;52350038;12983530
220659;9220659;Petzow, Seestr.;5802010;4564595;52347681;12946408
220660;9220660;Petzow, Wendeplatz;5801389;4563890;52342183;12935946
220661;9220661;Petzow, KŸnstlerheim;5802438;4564923;52351488;12951303
220662;9220662;Geltow, Am MŸhlenberg;5803793;4565593;52363584;12961399
220663;9220663;Glindow, SchŸtzenpark;5804131;4561528;52367092;12901795
220664;9220664;Kemnitz (PM), Dorf;5808744;4559497;52408767;12872799
220665;9220665;Kemnitz (PM), Eiche;5808174;4560355;52403551;12885303
220666;9220666;Petzow, Schlo§park;5801784;4564437;52345669;12944047
220667;9220667;Glindow, Schule;5803950;4561874;52365426;12906840
220668;9220668;Glindow, Glindower Eck;5804543;4562277;52370709;12912866
220669;9220669;Glindow, Dr.-Wolf-Str.;5804581;4561224;52371169;12897414
220670;9220670;Glindow, Kirche;5803993;4562082;52365789;12909902
220671;9220671;Glindow, Alpenstr.;5803135;4562035;52358085;12909053
220672;9220672;Glindow, Friedrich-Ebert-Str.;5802387;4561787;52351392;12905276
220673;9220673;Glindow, Petzower Str.;5801229;4561149;52341058;12895704
220674;9220674;Glindow, Elisabethhšhe;5801171;4560856;52340569;12891395
220675;9220675;Glindow, Fontanestr.;5801868;4561543;52346755;12901601
220676;9220676;Glindow, Kindergarten;5801129;4560423;52340239;12885035
220677;9220677;Petzow, Lšcknitz;5800249;4563432;52331993;12929012
220678;9220678;Bliesendorf, Lange Str.;5801023;4559283;52339411;12868292
220679;9220679;Bliesendorf, Kirche;5801026;4558479;52339524;12856497
220680;9220680;Bliesendorf, Wendeplatz;5800917;4558060;52338589;12850332
220681;9220681;Plessow, Dorf;5805884;4559627;52383054;12874200
220682;9220682;Plessow, MorgenstŸcke/B1;5805082;4560110;52375794;12881150
220683;9220683;Plessow, Plessower Eck;5805685;4559147;52381317;12867117
220685;9220685;Neu Plštzin, Dorf;5805965;4558689;52383883;12860440
220686;9220686;Neu Plštzin, Bruchweg;5806401;4557981;52387876;12850119
220687;9220687;Derwitz, Am Berliner Ring;5807676;4556178;52399520;12823852
220688;9220688;Derwitz, Autobahn;5806988;4557019;52393251;12836090
220689;9220689;Derwitz, B1;5807499;4556035;52397944;12821722
220690;9220690;Derwitz, Kirche;5808164;4556276;52403895;12825374
220691;9220691;Bochow-Bruch;5807712;4554887;52399974;12804893
220692;9220692;Bochow (PM), Kirche;5805523;4554167;52380376;12793962
220693;9220693;Neu Bochow, Birkenweg;5805378;4552239;52379260;12765629
220694;9220694;Neu Bochow, Am Frucht und Frachthof;5806573;4552220;52390000;12765536
220695;9220695;Bochow (PM), Triftstr.;5806499;4553695;52389193;12787188
220696;9220696;Gro§ Kreutz, MŸhle;5807880;4553987;52401573;12791699
220697;9220697;Gro§ Kreutz, Post;5808141;4552950;52404020;12776505
220698;9220698;Neu Bochow;;;;
220699;9220699;Gro§ Kreutz, Bahnhof;5808859;4552918;52410475;12776148
220700;9220700;Gro§ Kreutz, Kita;5808128;4553139;52403885;12779280
220701;9220701;Gro§ Kreutz, Ausbau;5808481;4550149;52407338;12735403
220702;9220702;Gro§ Kreutz, Schule;5807810;4553481;52400994;12784254
220703;9220703;Krielow, Abzweig Dorf;5809586;4553920;52416910;12790989
220704;9220704;Krielow, Dorf;5809521;4554708;52416248;12802559
220705;9220705;Schmergow, Ziegeleiweg;5813618;4555022;52453031;12807847
220706;9220706;Schmergow, Dorf;5813820;4555499;52454798;12814896
220707;9220707;Schmergow, Ketziner Siedlung;5813746;4556201;52454062;12825209
220708;9220708;Schmergow, Phšbener Siedlung;5813099;4557146;52448150;12838998
220709;9220709;Krielow, Lilienthal-Denkmal;5809072;4555684;52412115;12816827
220710;9220710;Neu Bochow, Lehniner Chaussee;5805046;4552193;52376281;12764902
220713;9220713;Phšben, Kemnitzer Str.;5810742;4559156;52426757;12868141
220714;9220714;Phšben, Bundschuhstr.;5810671;4559640;52426067;12875243
220715;9220715;Phšben, Kirche;5810735;4559947;52426608;12879767
220716;9220716;Phšben, Chausseestr.;5810531;4560581;52424705;12889049
220717;9220717;Phšben, Neue Str.;5811936;4558470;52437560;12858266
220731;9220731;Kemnitz (PM), Fuchsberg;5809545;4561209;52415776;12898100
220732;9220732;Langerwisch, Kirche;5798733;4572619;52317234;13063431
220733;9220733;Langerwisch, Wildenbrucher Str.;5798259;4572577;52312980;13062714
220734;9220734;Langerwisch, Am Plan;5798263;4572032;52313088;13054724
220735;9220735;Langerwisch-SŸd, Autobahn;5796761;4570904;52299738;13037871
220740;9220740;Wilhelmshorst, Forstweg;5800067;4570879;52329447;13038200
220741;9220741;Wilhelmshorst, An der Trift;5799607;4572360;52325121;13059822
220742;9220742;Wilhelmshorst, Heideweg;5801009;4571734;52337801;13050940
220743;9220743;Wilhelmshorst, Goetheplatz;5800580;4571950;52333918;13054017
220744;9220744;Wilhelmshorst, An der Bahn;5800047;4572161;52329101;13056998
220745;9220745;Wilhelmshorst, Schule;5800127;4572396;52329789;13060461
220746;9220746;Wilhelmshorst, GrŸner Weg;5801214;4571640;52339655;13049605
220748;9220748;Michendorf, Caputher Weg;5799118;4570616;52320954;13034144
220749;9220749;Michendorf, Am Wolkenberg;5798534;4571065;52315649;13040604
220751;9220751;Michendorf, Kirche;5797779;4570093;52308989;13026196
220752;9220752;Michendorf, Flottsteller Str.;5798047;4569537;52311468;13018101
220754;9220754;Michendorf, West;5797853;4568766;52309822;13006758
220755;9220755;Michendorf, Saarmunder Str.;5797896;4570290;52310016;13029109
220756;9220756;Michendorf, Abzweig Wildenbruch;5797429;4570159;52305836;13027091
220757;9220757;Michendorf, Falkenweg;5798625;4570066;52316595;13025976
220758;9220758;Michendorf, Meisenweg;5798380;4569745;52314434;13021219
220761;9220761;Wildenbruch, Schule;5795577;4572770;52288856;13064964
220762;9220762;Wildenbruch, Waldheimstr.;5796265;4571502;52295204;13046530
220763;9220763;Wildenbruch, Am Berg;5795979;4572073;52292560;13054837
220764;9220764;Wildenbruch, Heideweg;5795886;4572669;52291646;13063551
220765;9220765;Wildenbruch, Potsdamer Allee;5795239;4572818;52285813;13065595
220767;9220767;Fresdorf, Feuerwehr;5793490;4573699;52269980;13078121
220768;9220768;Fresdorf, Ost;5793405;4574080;52269165;13083683
220770;9220770;StŸcken, Dorf;5790818;4573520;52245995;13074918
220771;9220771;StŸcken, SŸd;5790453;4573424;52242728;13073434
220774;9220774;Zauchwitz, Parkplatz;5787625;4572080;52217494;13053159
220776;9220776;Zauchwitz, Friedhof;5787543;4571989;52216770;13051811
220780;9220780;Kšrzin, Dorfstr.;5787744;4574601;52218229;13090065
220785;9220785;Rieben, Ausbau;5785730;4571651;52200523;13046483
220786;9220786;Rieben, Dorf;5784766;4571108;52191931;13038340
220801;9220801;Seeburg, Havellandhalle;5820211;4576895;52509632;13131055
220805;9220805;Potsdam, Wissenschaftspark Golm;5809382;4566025;52413752;12968840
220806;9220806;Beelitz, Ambulatorium;5789494;4567369;52234884;12984611
220807;9220807;Beelitz, Friedhof;5789522;4567234;52235152;12982641
220808;9220808;Fichtenwalde, Am Markt;5794377;4560528;52279555;12885363
220811;9220811;Beelitz, Markt;5789323;4566921;52233402;12978021
220813;9220813;Krielow, Kurve;5809588;4553930;52416927;12791136
220814;9220814;Beelitz, Friedrichshof;5789715;4565174;52237134;12952529
220850;9220850;Potsdam, Am Wald;5815267;4565460;52466699;12961689
220851;9220851;Potsdam, EisenbahnbrŸcke Marquardt;5813814;4566197;52453555;12972244
220853;9220853;Potsdam, Schule Marquardt;5814491;4565660;52459702;12964479
220854;9220854;Potsdam, FŠhrweg;5815923;4564951;52472654;12954328
220855;9220855;Potsdam, Schloss Marquardt;5814129;4565822;52456430;12966790
220861;9220861;Potsdam, Kirche Uetz;5815561;4563971;52469517;12939839
220862;9220862;Potsdam, Siedlung Uetz;5815322;4563332;52467444;12930392
220878;9220878;Potsdam, Paaren;5817396;4563553;52486054;12934038
220903;9220903;Michendorf, Bergheide;5796568;4570036;52298115;13025109
220904;9220904;Michendorf, Siedlung Six;5795673;4569636;52290124;13019062
220905;9220905;Neuseddin, Gewerbestr.;5795378;4569090;52287542;13011001
220909;9220909;Neuseddin, Birkenweg;5795184;4568475;52285876;13001950
220910;9220910;Neuseddin, Abzweig Pappelallee;5794718;4568321;52281708;12999600
220912;9220912;Neuseddin, Waldstr.;5795351;4567771;52287464;12991669
220913;9220913;Neuseddin, Schule;5795662;4567839;52290250;12992728
220918;9220918;Seddin (PM), Abzweig Neuseddin;5794425;4568784;52279017;13006323
220920;9220920;Seddin (PM), Beelitzer Str.;5793630;4569111;52271833;13010951
220921;9220921;Seddin (PM), JŠgerhof;5793834;4568537;52273738;13002585
220922;9220922;Seddin (PM), Schuppesiedlung;5792614;4568004;52262841;12994532
220923;9220923;Seddin (PM), Unterspannwerk;;;;
220924;9220924;KŠhnsdorf, Dorf;5793439;4571008;52269875;13038697
220925;9220925;KŠhnsdorf, Am SeehŸgel;5793245;4570233;52268231;13027305
220927;9220927;Beelitz, Am Lustgarten;5789572;4566843;52235649;12976928
220928;9220928;Beelitz, Liebknechtpark;5789806;4565935;52237861;12963685
220929;9220929;Beelitz, Zeppelinstr.;5790052;4565628;52240108;12959239
220930;9220930;Beelitz, Husarenallee;5790782;4564625;52246786;12944698
220931;9220931;Beelitz-HeilstŠtten, HeilstŠtten;5791804;4563624;52256086;12930236
220932;9220932;Beelitz, Zur Feldscheune;5790610;4567052;52244951;12980193
220933;9220933;Beelitz, Rathaus;5789234;4566904;52232604;12977754
220934;9220934;Beelitz, Virchowstr.;5789900;4566982;52238579;12979028
220935;9220935;Beelitz, Gymnasium;5790207;4565989;52241458;12964553
220936;9220936;Beelitz, Kemmeter Weg;5791783;4567658;52255417;12989298
220937;9220937;Beelitz-HeilstŠtten, Reha-Kliniken;5792968;4562985;52266619;12921096
220938;9220938;Beelitz, Stadt Bhf;5789946;4566173;52239090;12967196
220939;9220939;Beelitz, Abzweig Gewerbepark;5788383;4566522;52225004;12971997
220940;9220940;Beelitz, Betriebshof BVSG;5789821;4566652;52237909;12974182
220941;9220941;Elsholz, Wasserwerk;5784182;4566484;52187259;12970617
220942;9220942;Elsholz, Ort;5785537;4565916;52199503;12962577
220943;9220943;Elsholz, Fischerstr./B2;5785466;4565420;52198924;12955309
220944;9220944;Elsholz, Ausbau;5786800;4565925;52210851;12962954
220945;9220945;Wittbrietzen;5783391;4566814;52180111;12975286
220946;9220946;Wittbrietzen, Ausbau;5783989;4564906;52185712;12947510
220950;9220950;Salzbrunn;5783811;4563371;52184291;12925037
220952;9220952;Reesdorf;5788002;4563080;52221984;12921562
220953;9220953;Reesdorf, Ausbau;5789084;4563568;52231651;12928905
220954;9220954;SchŠpe;5786748;4561917;52210848;12904316
220956;9220956;Birkhorst (PM);5784182;4562006;52187780;12905149
220960;9220960;Busendorf;5795493;4556474;52290014;12826156
220961;9220961;Klaistow, Dorf;5795270;4558181;52287833;12851132
220962;9220962;Kanin;5795094;4557144;52286360;12835907
220963;9220963;Klaistow, Spargelhof;5796094;4558792;52295172;12860229
220964;9220964;Fichtenwalde, Wilmersdorfer Str.;5794309;4559865;52279017;12875638
220965;9220965;Fichtenwalde, BrŸcker Weg;5793631;4561292;52272767;12896420
220966;9220966;Fichtenwalde, Mittelstr.;5794053;4561067;52276584;12893201
220967;9220967;Fichtenwalde, Schule;5794547;4560800;52281053;12889378
220968;9220968;Fichtenwalde, Schmerberger Str.;5794898;4560609;52284228;12886643
220969;9220969;Fichtenwalde, Eiche;5794806;4560091;52283458;12879037
220975;9220975;Beelitz, Carl-von-Ossietzky-Str.;5790342;4565547;52242723;12958110
220976;9220976;Beelitz, Finkenstr.;5790601;4565023;52245113;12950489
220977;9220977;Beelitz, Platanenring;5790080;4566764;52240223;12975872
220978;9220978;Beelitz, Treuenbrietzener Str.;5787832;4566311;52220078;12968802
220979;9220979;Beelitz, Haseloffstr.;5789534;4566710;52235324;12974974
220980;9220980;Beelitz, Gewerbegebiet SŸd;5788180;4565967;52223246;12963837
220981;9220981;Beelitz-HeilstŠtten, Feuerwehr;5792673;4563104;52263954;12922784
220982;9220982;Beelitz, An der Kiesgrube;5791055;4567266;52248923;12983414
220983;9220983;Beelitz, KŠhnsdorfer Weg/Spargelhof;5791403;4567531;52252018;12987363
220985;9220985;Beelitz, Am Zollhaus;5788398;4566353;52225159;12969527
220987;9220987;Beelitz, Virchowstr./Jahnstr.;5789940;4566469;52239001;12971527
220989;9220989;Beelitz, Amselweg;5790766;4566710;52246394;12975217
220990;9220990;Schlunkendorf;5790368;4569583;52242462;13017193
220992;9220992;Schšnefeld (bei Beelitz);5788050;4568542;52221764;13001486
220993;9220993;Beelitz, Abzweig Schšnefeld;5788113;4566423;52222589;12970495
220994;9220994;Beelitz, Zum Bahnhof;5789722;4566333;52237058;12969494
220995;9220995;Buchholz (bei Treuenbrietzen), Kirche;5780991;4563680;52158915;12929025
220996;9220996;Buchholz (bei Treuenbrietzen), Feuerwehr;5781305;4563405;52161768;12925066
221018;9221018;Fohrde, Abzweig Briest;5816298;4531979;52478946;12469162
221024;9221024;Gapel, BrŸcke;5820616;4527628;52517986;12405482
221106;9221106;Rhinow, Marktplatz;5846645;4523526;52752081;12346903
221997;9221997;Bad Belzig, AOK;;;;
221998;9221998;Bad Belzig, Steinstr.;;;;
221999;9221999;Bad Belzig, Am Betriebshof;5779223;4542072;52145093;12613081
222000;9222000;Baitz, Dorf;5782084;4546418;52170456;12676953
222001;9222001;Bardenitz;5771508;4564705;52073582;12942202
222002;9222002;Bad Belzig, Am Kurpark;5779900;4540874;52151266;12595663
222003;9222003;Bad Belzig, Bahnhofstr.;5778366;4540331;52137521;12587548
222004;9222004;Bad Belzig, Borner Str.;5778113;4539742;52135290;12578916
222005;9222005;Bad Belzig, Brandenburger Str./SteinTherme;5779732;4541188;52149733;12600230
222006;9222006;Bad Belzig, Erich-Weinert-Str.;5778805;4541633;52141369;12606617
222007;9222007;Bad Belzig, Feierabendheim;5778597;4541797;52139488;12608987
222008;9222008;Bad Belzig, Fichtestr.;5778860;4540977;52141913;12597042
222009;9222009;Bad Belzig, Forst;5779367;4539390;52146584;12573921
222010;9222010;Bad Belzig, Gliener Str.;5778660;4539741;52140205;12578966
222011;9222011;Bad Belzig, Karl-Liebknecht-Schule;5778570;4540814;52139319;12594627
222012;9222012;Bad Belzig, Klinkengrund;5778477;4541416;52138438;12603408
222013;9222013;Bad Belzig, Krankenhaus;5778587;4541004;52139457;12597404
222014;9222014;Bad Belzig, LŸbnitzer Str.;5778957;4539898;52142863;12581294
222015;9222015;Bad Belzig, Markt;5778672;4540241;52140277;12586270
222016;9222016;Bad Belzig, Martin-Luther-Str.;5779369;4540700;52146507;12593057
222017;9222017;Bad Belzig, Niemegker Str.;5778716;4540902;52140624;12595929
222018;9222018;Bad Belzig, Puschkinstr.;5779181;4540024;52144867;12583160
222019;9222019;Bad Belzig, Reha-Klinik;5781393;4540238;52164730;12586548
222020;9222020;Bad Belzig, Ršderhof;5779784;4538570;52150389;12561990
222021;9222021;Bad Belzig, Rosa-Luxemburg-Str.;5779728;4540554;52149744;12590967
222022;9222022;Bad Belzig, Seedoche;5779099;4541670;52144009;12607194
222023;9222023;Bad Belzig, Weitzgrunder Weg;5779692;4540340;52149436;12587837
222024;9222024;Bad Belzig, ZEGG;5780359;4540733;52155402;12593658
222025;9222025;Benken, Abzweig Werbig;5781953;4531305;52170340;12456053
222026;9222026;Benken, Kinderheim;5781730;4530256;52168395;12440701
222027;9222027;Benken, Ortsmitte;5781502;4531775;52166260;12462880
222028;9222028;Boecke, Abzweig;5793844;4528293;52277365;12413022
222029;9222029;Bšrnecke;5780974;4526402;52161798;12384315
222030;9222030;Borkheide, Bahnhof;5788966;4558517;52231150;12854965
222031;9222031;Borkheide, Elsternweg;5787128;4558996;52214582;12861654
222032;9222032;Borkheide, Feuerwehr;5790588;4558828;52245692;12859798
222033;9222033;Borkheide, Schule;5788334;4558980;52225421;12861630
222034;9222034;Borkwalde, Selma-Lagerlšf-Ring;5791420;4557055;52253355;12833982
222035;9222035;Borkwalde, Wendeschleife;5792668;4554772;52264801;12800757
222036;9222036;Borne;5775406;4536832;52111164;12536126
222037;9222037;Brachwitz;5779382;4560721;52144790;12885505
222039;9222039;BrŸck, Abzweig Brandenburg;5785054;4552315;52196618;12763596
222040;9222040;BrŸck, Alte Tankstelle;5783403;4551866;52181824;12756777
222041;9222041;BrŸck, Beelitzer Str.;5786204;4554167;52206774;12790862
222042;9222042;BrŸck, Ernst-ThŠlmann-Str.;5784832;4552169;52194637;12761426
222043;9222043;BrŸck, Gewerbegebiet;5781884;4553318;52168036;12777765
222044;9222044;BrŸck, Markt;5785170;4552739;52197621;12769814
222045;9222045;BrŸck, Schulen;5784035;4551625;52187526;12753350
222046;9222046;BrŸck, Stromtal;5785746;4553731;52202701;12784412
222047;9222047;BrŸck, Rottstock;5782800;4551239;52176464;12747520
222048;9222048;Cammer, MŸhle;;;;
222049;9222049;Buchholz (bei Niemegk);5771037;4542359;52071506;12616257
222050;9222050;Cammer, Betriebshof;5791989;4544772;52259602;12654204
222051;9222051;Cammer, Feuerwehr;5791775;4545388;52257629;12663196
222052;9222052;Cammer, Gartenstr.;5792202;4545193;52261482;12660398
222053;9222053;Dahnsdorf;5774416;4545910;52101589;12668495
222054;9222054;Damelang;5790438;4547312;52245452;12691184
222055;9222055;Damsdorf (PM), Berliner Str.;5801756;4552127;52346723;12763423
222056;9222056;Damsdorf (PM), Lehniner Str.;5802627;4552255;52354538;12765436
222057;9222057;Damsdorf (PM), Neubau;5803423;4552598;52361658;12770594
222058;9222058;Dangelsdorf;5782079;4528267;52171636;12411661
222059;9222059;Deutsch Bork;5781696;4558578;52165814;12854602
222060;9222060;Dietersdorf;5767404;4555487;52037701;12807109
222061;9222061;Dietersdorf, PflŸgkuffer Str.;5766976;4555158;52033887;12802246
222062;9222062;Dippmannsdorf, Ortsmitte;5787609;4540893;52220543;12596868
222063;9222063;Dippmannsdorf, Schule;5788379;4540394;52227499;12589658
222064;9222064;Damsdorf (PM), Wohnpark Havelland;5803939;4551838;52366367;12759519
222065;9222065;Egelinde;5786383;4531988;52210113;12466453
222066;9222066;Feldheim (PM);5764568;4556362;52012127;12819393
222067;9222067;Fredersdorf (PM), Dorf;5784099;4543740;52188782;12638073
222068;9222068;Freienthal;5788545;4548994;52228294;12715535
222069;9222069;Frohnsdorf, Treuenbrietzener Str.;5769541;4562194;52056194;12905226
222070;9222070;Garrey;5765501;4545608;52021498;12662900
222073;9222073;Gšhlsdorf, Autobahn;5803328;4555448;52360524;12812410
222074;9222074;Gšhlsdorf, Ortsmitte;5803333;4554585;52360655;12799745
222075;9222075;Gšmnigk, Post;5781675;4549916;52166476;12728017
222076;9222076;Gšmnigk, Wendestelle;5781990;4550423;52169260;12735473
222077;9222077;Gšrzke, Abzweig Struvenberg;5784900;4526894;52197057;12391815
222078;9222078;Gšrzke, Betriebshof;5781314;4525872;52164878;12376596
222079;9222079;Gšrzke, Breite Str.;5782134;4525431;52172268;12370213
222080;9222080;Gšrzke, Chausseestr.;5781758;4525944;52168865;12377682
222081;9222081;Gšrzke, Schule;5782479;4526258;52175330;12382327
222082;9222082;Frohnsdorf, LŸdendorfer Str.;5769393;4561840;52054903;12900039
222083;9222083;Golzow (PM), Abzweig Lehnin;5794048;4541831;52278336;12611389
222084;9222084;Golzow (PM), Anger;5793959;4541343;52277573;12604228
222085;9222085;Golzow (PM), Lehniner Str.;5794280;4541897;52280416;12612384
222086;9222086;Golzow (PM), MŸggenburg;5791816;4540975;52258343;12598577
222087;9222087;Golzow (PM), Pernitz;5795513;4541136;52291554;12601385
222088;9222088;Golzow (PM), Schule;5794665;4540963;52283946;12598746
222089;9222089;GrŠben, Abzweig Dahlen;5786295;4528693;52209503;12418243
222090;9222090;Gro§ Briesen (PM);5790695;4533153;52248795;12483917
222091;9222091;Gro§ Marzehns;5762324;4540033;51993376;12581319
222092;9222092;Grubo;5771585;4535909;52076885;12522252
222093;9222093;Hackenhausen;5787184;4551094;52215874;12746061
222094;9222094;Hagelberg, Neubau;5778742;4535623;52141223;12518828
222095;9222095;Hagelberg, Ortsmitte;5778493;4535669;52138982;12519473
222096;9222096;Haseloff;5773180;4551882;52089955;12755454
222097;9222097;Hohenlobbese;5781468;4519026;52166540;12276555
222098;9222098;Hohenspringe;5786438;4530831;52210673;12449532
222099;9222099;Hohenwerbig;5768358;4548483;52046929;12705183
222100;9222100;Jeserig (bei BrŸck);5777679;4554635;52130120;12796337
222101;9222101;Jeserig (bei Wiesenburg), Ausbau;5773033;4530398;52090228;12442001
222102;9222102;Jeserig (bei Wiesenburg), Ortsmitte;5772715;4530763;52087350;12447298
222103;9222103;JeserigerhŸtten;5770466;4531663;52067087;12460220
222104;9222104;Klausdorf (bei JŸterbog);5768838;4564770;52049582;12942644
222105;9222105;Klein Briesen (PM);5789723;4535037;52239943;12511401
