VBB-Nr;HAFAS-Nr;NAME;KOORDINATE_Y;KOORDINATE_X;lat;lon
51307;9051307;Berlin, Kšnigin-Luise-Platz/Botanischer Garten;5814730;4588720;52458596;13303720
51308;9051308;Berlin, FU/Henry-Ford-Bau;5813563;4586892;52448404;13276530
51309;9051309;Berlin, Von-Laue-Str.;5813074;4587737;52443876;13288827
51310;9051310;Berlin, Clayallee 229;5813556;4586404;52448419;13269353
51311;9051311;Berlin, Hittorfstr.;5813846;4587644;52450827;13287662
51312;9051312;Berlin, Limonenstr.;5814205;4588399;52453931;13298860
51313;9051313;Berlin, Altensteinstr./Fabeckstr.;5813880;4588200;52451043;13295847
51315;9051315;Berlin, Reichensteiner Weg;5813595;4588091;52448500;13294169
51351;9051351;Berlin, Schorlemerallee;5815559;4588916;52466012;13306823
51352;9051352;Berlin, Rohlfsstr.;5815061;4588763;52461563;13304440
51353;9051353;Berlin, Arnimallee;5814641;4588425;52457844;13299357
51354;9051354;Berlin, Museen Dahlem;5814649;4588133;52457963;13295065
51355;9051355;Berlin, Ehrenbergstr.;5813570;4587860;52448313;13290766
51358;9051358;Berlin, Bitscher Str.;5813789;4586946;52450426;13277383
51371;9051371;Berlin, SaargemŸnder Str.;5813824;4586546;52450804;13271510
52101;9052101;Berlin, Wannseebadweg;5811790;4580950;52433386;13188725
52151;9052151;Berlin, Wasserwerk Beelitzhof;5811413;4580707;52430034;13185062
52152;9052152;Berlin, Am Sandwerder;5811106;4580778;52427266;13186031
52153;9052153;Berlin, Tillmannsweg;5810710;4580630;52423729;13183761
52154;9052154;Berlin, Gro§es Fenster;5813763;4581216;52451073;13193114
52155;9052155;Berlin, Kronprinzessinnenweg/Havelchaussee;5812890;4581650;52443165;13199283
52156;9052156;Berlin, Badeweg;5811633;4580799;52431997;13186467
52191;9052191;Berlin, Strandbad Wannsee;5812320;4580390;52438230;13180620
52201;9052201;S Nikolassee (Berlin);5811601;4581286;52431638;13193618
52202;9052202;Berlin, Quantzstr.;5810685;4581916;52423314;13202654
52203;9052203;Berlin, An der Rehwiese;5811884;4581704;52434118;13199832
52204;9052204;Berlin, Prinz-Friedrich-Leopold-Str.;5811180;4581450;52427831;13195926
52205;9052205;Berlin, Isoldestr.;5810208;4580989;52419166;13188915
52251;9052251;Berlin, Nibelungenstr.;5810149;4580444;52418716;13180892
52253;9052253;Berlin, LŸckhoffstr.;5811880;4582170;52434013;13206681
52271;9052271;Berlin, Waldhaus-Klinik;5810830;4582140;52424583;13205982
52273;9052273;Berlin, Teutonenstr.;5811261;4581288;52428583;13193565
52302;9052302;Berlin, Spanische Allee/Potsdamer Chaussee;5811361;4583378;52429167;13224309
52303;9052303;Berlin, Schopenhauerstr.;5811880;4582480;52433966;13211238
52304;9052304;Berlin, Clauertstr.;5811173;4583745;52427422;13229656
52305;9052305;Berlin, Kurstr.;5811236;4582963;52428107;13218178
52351;9052351;Berlin, Am Rohrgarten;5811060;4583580;52426432;13227203
52352;9052352;Berlin, Wasgensteig;5811155;4582732;52427414;13214763
52353;9052353;Berlin, Waldfriedhof Zehlendorf;5811004;4582366;52426113;13209346
52355;9052355;Berlin, Krankenhaus Hubertus;5811715;4582973;52432409;13218444
52356;9052356;Berlin, Lloyd-G.-Wells-Str.;5810780;4583510;52423927;13226104
53101;9053101;Berlin, Glienicker Lake;5809472;4574452;52413480;13092686
53102;9053102;Berlin, Pfaueninsel;5811160;4576520;52428362;13123459
53151;9053151;Berlin, Friedenstr.;5809940;4577590;52417250;13138903
53152;9053152;Berlin, SchŠferberg;5809734;4576686;52415526;13125572
53153;9053153;Berlin, Nikolskoer Weg;5809556;4575578;52414081;13109251
53154;9053154;Berlin, Schuchardtweg;5810023;4577971;52417942;13144522
53155;9053155;Berlin, RŸbezahlweg;5810861;4577152;52425587;13132679
53158;9053158;Berlin, Nikolskoe;5810700;4576170;52424278;13118210
53171;9053171;Berlin, Schloss Glienicke;5809447;4574710;52413221;13096472
53202;9053202;Berlin, Am Kleinen Wannsee;5810330;4579508;52420479;13167181
53204;9053204;Berlin, Rathaus Wannsee;5810079;4578268;52418403;13148899
53205;9053205;Berlin, Wilhelmplatz;5809405;4577781;52412416;13141586
53206;9053206;Berlin, Hahn-Meitner-Platz;5809300;4577220;52411552;13133319
53250;9053250;Berlin, Stra§e zum Lšwen;5811094;4578984;52427419;13159660
53251;9053251;Berlin, Seglerweg;5810700;4579100;52423863;13161272
53252;9053252;Berlin, Koblanckstr.;5811010;4579120;52426645;13161639
53253;9053253;Berlin, Liebermann-Villa;5811260;4579250;52428872;13163609
53254;9053254;Berlin, Am Gro§en Wannsee;5811560;4579350;52431553;13165150
53255;9053255;Berlin, Haus der Wannsee-Konferenz;5811700;4579240;52432827;13163566
53256;9053256;Berlin, Zum Heckeshorn;5811400;4579060;52430158;13160850
53257;9053257;Berlin, Wernerstr.;5810220;4579020;52419561;13159983
53258;9053258;Berlin, Pfaueninselchaussee/Kšnigstr.;5810150;4578610;52418991;13153941
53259;9053259;Berlin, Charlottenstr./Chausseestr.;5809750;4578050;52415478;13145619
53260;9053260;Berlin, Conradstr.;5810300;4579130;52420264;13161618
53271;9053271;Berlin, Am BirkenhŸgel;5809317;4577464;52411670;13136908
53291;9053291;Berlin, WannseebrŸcke;5810290;4580070;52420038;13175430
53301;9053301;S Wannsee Bhf (Berlin);5810400;4580240;52421001;13177955
53303;9053303;Berlin, SteinstŸcken;5806818;4577038;52389277;13130074
53304;9053304;Berlin, KŠtchenweg;5807762;4577942;52397631;13143570
53352;9053352;Berlin, HubertusbrŸcke;5808600;4577930;52405162;13143588
53353;9053353;Berlin, Neue Kreisstr.;5807985;4577813;52399653;13141727
53354;9053354;Berlin, Kšnigsweg;5807630;4577740;52396474;13140572
53355;9053355;Berlin, Stšlpchensee;5809070;4577930;52409385;13143697
53371;9053371;Berlin, Stahnsdorfer BrŸcke;5807091;4577142;52391715;13131665
54101;9054101;U Rathaus Schšneberg (Berlin);5817530;4591270;52483332;13341989
54102;9054102;U Kleistpark (Berlin);5818390;4592540;52490845;13360917
54103;9054103;U Eisenacher Str. (Berlin);5818230;4591820;52489529;13350276
54104;9054104;S Schšneberg (Berlin);5817152;4592015;52479811;13352848
54105;9054105;S+U Innsbrucker Platz (Berlin);5816949;4591341;52478100;13342875
54106;9054106;Berlin, Rathaus Schšneberg;5817736;4591476;52485148;13345077
54107;9054107;Berlin, Dominicusstr./Hauptstr.;5817367;4591707;52481794;13348375
54109;9054109;Berlin, Kaiser-Wilhelm-Platz;5817951;4592293;52486942;13357160
54151;9054151;Berlin, Albertstr.;5817675;4592014;52484510;13352978
54153;9054153;Berlin, Goebenstr.;5818778;4592542;52494330;13361054
54170;9054170;Berlin, Martin-Luther-Str.;5817560;4591510;52483561;13345529
54171;9054171;Berlin, Vo§bergstr.;5817210;4591490;52480420;13345139
54173;9054173;Berlin, Hauptstr./Martin-Luther-Str.;5817149;4591546;52479863;13345946
54192;9054192;Berlin, Grunewaldstr.;5818174;4591463;52489085;13345006
55101;9055101;U Viktoria-Luise-Platz (Berlin);5818960;4591330;52496169;13343264
55102;9055102;U Bayerischer Platz (Berlin);5818120;4591140;52488654;13340237
55105;9055105;Berlin, Hohenstaufenstr.;5818770;4591530;52494429;13346156
55106;9055106;Berlin, Eisenacher Str.;5818791;4591735;52494583;13349179
55107;9055107;Berlin, MŸnchener Str.;5818750;4591290;52494289;13342617
55108;9055108;Berlin, Bamberger Str.;5818790;4590880;52494717;13336593
55151;9055151;Berlin, Barbarossastr.;5818483;4591468;52491861;13345164
55152;9055152;Berlin, Motzstr.;5819110;4591540;52497482;13346396
56101;9056101;U Wittenbergplatz (Berlin);5819620;4591270;52502109;13342561
56102;9056102;U Nollendorfplatz (Berlin);5819360;4592040;52499644;13353825
56104;9056104;U BŸlowstr. (Berlin);5819150;4592630;52497657;13362452
56105;9056105;Berlin, An der Urania;5819510;4591560;52501072;13346800
56152;9056152;Berlin, Winterfeldtplatz;5818802;4592178;52494607;13355703
57101;9057101;S Yorckstr. S1 (Berlin);5818554;4593008;52492239;13367850
57102;9057102;S+U Yorckstr. S1 U7 (Berlin);5818639;4593106;52492985;13369317
57103;9057103;S+U Yorckstr. (Berlin);5818620;4593140;52492809;13369812
57104;9057104;S Julius-Leber-BrŸcke (Berlin);5817880;4592540;52486263;13360775
57106;9057106;Berlin, Torgauer Str.;5817122;4592587;52479445;13361257
57107;9057107;Berlin, Dennewitzplatz;5818960;4592890;52495906;13366227
57150;9057150;Berlin, Hohenfriedbergstr.;5817750;4592817;52485048;13364815
57151;9057151;Berlin, Kesselsdorfstr.;5817758;4593047;52485081;13368202
57153;9057153;Berlin, Gustav-MŸller-Platz;5817579;4592591;52483550;13361442
57154;9057154;Berlin, Leuthener Str.;5817340;4592600;52481401;13361508
57155;9057155;Berlin, Katzbachstr.;5818520;4593700;52491815;13378026
57171;9057171;Berlin, Mansteinstr.;5818676;4592957;52493343;13367134
58100;9058100;S SŸdkreuz Bhf/Ostseite (Berlin);5816580;4593000;52474505;13367182
58101;9058101;S SŸdkreuz Bhf (Berlin);5816800;4592840;52476509;13364890
58102;9058102;S Priesterweg (Berlin);5814867;4592274;52459239;13356028
58103;9058103;S+U Yorckstr. S2 S25 U7 (Berlin);5818602;4593233;52492631;13371176
58104;9058104;Berlin, Schšneberger Str.;5816054;4593342;52469721;13372067
58105;9058105;Berlin, Lindenhof;5814953;4592653;52459947;13361626
58106;9058106;Berlin, Ršblingstr./Arnulfstr.;5814575;4592512;52456575;13359447
58107;9058107;Berlin, Alboinplatz;5815109;4593206;52461255;13369803
58108;9058108;S Yorckstr. S2 S25 (Berlin);5818571;4593302;52492341;13372182
58109;9058109;Berlin, Reichartstr.;5816390;4593030;52472793;13367571
58151;9058151;Berlin, Alboinstr./Arnulfstr.;5814496;4593222;52455745;13369867
58152;9058152;Berlin, Domnauer Str.;5814502;4592853;52455861;13364442
58153;9058153;Berlin, Friedhof Ršblingstr.;5814234;4592621;52453493;13360956
58155;9058155;Berlin, Eresburgstr.;5815727;4593226;52466803;13370269
58156;9058156;Berlin, Egelingzeile;5815367;4593213;52463571;13369978
58157;9058157;Berlin, KolonnenbrŸcke;5817761;4593371;52485052;13372971
58171;9058171;Berlin, Bessemerstr.;5814935;4592985;52459729;13366504
58172;9058172;Berlin, Suttnerstr.;5814940;4592830;52459800;13364225
59101;9059101;Berlin, Sachsendamm/Gotenstr.;5816694;4592481;52475618;13359578
59151;9059151;Berlin, Sportzentrum Schšneberg;5816880;4592270;52477324;13356525
60101;9060101;S Friedenau (Berlin);5816150;4591280;52470932;13341759
60102;9060102;Berlin, Friedenauer BrŸcke;5815750;4590950;52467393;13336795
60103;9060103;Berlin, Grazer Platz/Beckerstr.;5815690;4591470;52466768;13344428
60104;9060104;Berlin, Insulaner;5814840;4591760;52459082;13348461
60105;9060105;Berlin, Gšttinger Str.;5814976;4591611;52460329;13346306
60106;9060106;Berlin, Grazer Platz;5815713;4591678;52466939;13347494
60107;9060107;Berlin, CeciliengŠrten;5816607;4591361;52475024;13343076
60151;9060151;Berlin, BrŸggemannstr.;5815329;4591725;52463482;13348080
60152;9060152;Berlin, Altmarkstr.;5814802;4591351;52458810;13342435
60153;9060153;Berlin, Rubensstr./S Friedenau;5816025;4591426;52469785;13343873
60154;9060154;Berlin, Auguste-Viktoria-Klinikum;5815294;4591495;52463206;13344687
60155;9060155;Berlin, Planetarium;5814663;4591789;52457487;13348838
61101;9061101;U Walther-Schreiber-Platz (Berlin);5815473;4590385;52464998;13328409
61102;9061102;U Friedrich-Wilhelm-Platz (Berlin);5816190;4590390;52471439;13328676
61104;9061104;Berlin, Kaisereiche;5815915;4590644;52468927;13332339
61105;9061105;Berlin, Breslauer Platz;5816284;4590888;52472201;13336028
61153;9061153;Berlin, HŠhnelstr.;5816660;4591165;52475533;13340206
61154;9061154;Berlin, Schillerplatz;5816197;4590078;52471554;13324088
62101;9062101;Berlin, Gritznerstr.;5815383;4589577;52464323;13316499
62151;9062151;Berlin, Paulsenstr.;5815484;4589409;52465258;13314055
62152;9062152;Berlin, Lepsiusstr.;5815260;4589800;52463181;13319746
62202;9062202;S+U Rathaus Steglitz (Berlin);5814530;4589950;52456598;13321756
62203;9062203;U Schlo§str. (Berlin);5815077;4590170;52461476;13325139
62206;9062206;Berlin, Schmidt-Ott-Str.;5814880;4589068;52459887;13308878
62251;9062251;Berlin, Grunewaldstr./Lepsiusstr.;5814766;4589528;52458788;13315613
62252;9062252;Berlin, Kieler Str.;5814768;4589996;52458729;13322497
62281;9062281;S Rathaus Steglitz (Berlin);5814460;4590000;52455961;13322473
62282;9062282;S+U Rathaus Steglitz/Kreisel (Berlin);5814450;4589890;52455889;13320852
63100;9063100;Berlin, Filandastr.;5814720;4590620;52458194;13331661
63101;9063101;S Feuerbachstr. (Berlin);5815320;4590660;52463578;13332412
63103;9063103;Berlin, Knausplatz;5815426;4591102;52464457;13338943
63104;9063104;Berlin, Bismarckstr./Bergstr.;5814769;4591130;52458550;13339175
63151;9063151;Berlin, Lauenburger Platz;5815130;4591133;52461793;13339318
63152;9063152;Berlin, Selerweg;5814315;4591118;52454473;13338875
63154;9063154;Berlin, Cranachstr.;5815239;4591398;52462728;13343246
63201;9063201;Berlin, Neue Filandastr.;5814120;4590670;52452796;13332234
63202;9063202;Berlin, Birkbuschstr./Klingsorstr.;5813526;4590281;52447523;13326353
63203;9063203;Berlin, Carmerplatz;5814056;4589861;52452354;13320320
63252;9063252;Berlin, Haydnstr.;5813744;4590100;52449512;13323750
63253;9063253;Berlin, Amfortasweg;5813325;4590157;52445738;13324475
63254;9063254;Berlin, Vionvillestr.;5813321;4590512;52445643;13329694
63290;9063290;Berlin, Robert-LŸck-Str.;5814700;4590357;52458058;13327788
63291;9063291;Berlin, Breite Str.;5814260;4590450;52454090;13329037
63292;9063292;Berlin, Heesestr.;5814367;4590276;52455080;13326507
63301;9063301;Berlin, Steglitzer Damm/Bismarckstr.;5813930;4591080;52451020;13338211
63302;9063302;Berlin, Kottesteig;5814282;4591776;52454067;13348543
63351;9063351;Berlin, Stindestr.;5813620;4591220;52448212;13340185
63401;9063401;Berlin, Steglitzer Damm/Halskestr.;5813837;4591653;52450089;13346612
63402;9063402;Berlin, Siemensstr./Halskestr.;5813500;4591400;52447104;13342799
63451;9063451;Berlin, Liebenowzeile;5813790;4591890;52449627;13350084
63452;9063452;S SŸdende (Berlin);5813714;4592163;52448899;13354077
63453;9063453;Berlin, HŸnefeldzeile;5813690;4592370;52448648;13357114
64101;9064101;Berlin, Ostpreu§endamm/Kšnigsberger Str.;5811652;4589713;52430780;13317498
64102;9064102;Berlin, Bogenstr.;5811079;4589661;52425641;13316581
64103;9064103;Berlin, Boothstr.;5812242;4589999;52436034;13321861
64104;9064104;Berlin, Herwarthstr.;5811798;4589750;52432086;13318081
64151;9064151;Berlin, Promenadenstr.;5812023;4589878;52434086;13320023
64152;9064152;Berlin, Giesensdorfer Str.;5810891;4589512;52423976;13314341
64153;9064153;Berlin, Hochbergweg;5811190;4589885;52426601;13319903
64200;9064200;Berlin, Blanckertzweg;5810338;4589849;52418952;13319145
64201;9064201;S Lichterfelde SŸd (Berlin);5809409;4589188;52410714;13309184
64202;9064202;Berlin, LippstŠdter Str.;5809630;4588740;52412772;13302661
64204;9064204;Berlin, Mercatorweg;5809557;4589951;52411919;13320434
64205;9064205;Berlin, Celsiusstr. Nord;5810029;4589636;52416211;13315932
64206;9064206;Berlin, Ostpreu§endamm/Osdorfer Str.;5810549;4589233;52420949;13310149
64207;9064207;Berlin, Ostpreu§endamm SŸd;5809806;4588701;52414360;13302135
64208;9064208;Berlin, Schwatlostr.;5810492;4589334;52420420;13311618
64251;9064251;Berlin, Woltmannweg;5809783;4589799;52413974;13318261
64253;9064253;Berlin, Schwelmer Str.;5809557;4588496;52412156;13299057
64256;9064256;S Osdorfer Str. (Berlin);5810240;4589520;52418126;13314284
64257;9064257;Berlin, Feldstr.;5809956;4588794;52415692;13303541
64258;9064258;Berlin, Ahlener Weg;5809382;4588908;52410517;13305064
64271;9064271;Berlin, Lindenstr.;5810210;4588898;52417958;13305136
64272;9064272;Berlin, Landweg;5809395;4590133;52410433;13323064
64273;9064273;Berlin, Celsiusstr. SŸd;5809444;4589524;52410974;13314130
64301;9064301;S Lichterfelde Ost Bhf (Berlin);5811470;4590480;52429019;13328723
64302;9064302;Berlin, Sondershauser Str.;5810032;4591391;52415948;13341720
64303;9064303;Berlin, Oberhofer Platz;5810980;4590458;52424620;13328267
64306;9064306;Berlin, Amalienstr.;5811582;4590799;52429972;13333442
64307;9064307;Berlin, Saaleckplatz;5810040;4590216;52416215;13324457
64308;9064308;Berlin, SchŸtte-Lanz-Str./Lichterfelder Ring;5809461;4590577;52410953;13329605
64309;9064309;Berlin, Lange Str.;5810918;4590793;52424008;13333174
64350;9064350;Berlin, Oberhofer Weg;5810207;4590783;52417621;13332834
64351;9064351;Berlin, Marienstr.;5811490;4590030;52429273;13322114
64352;9064352;Berlin, Jungfernstieg;5811357;4590232;52428044;13325047
64353;9064353;Berlin, Grabenstr.;5810604;4590344;52421261;13326490
64354;9064354;Berlin, Heinersdorfer Str./Hildburghauser Str.;5810303;4590229;52418575;13324719
64355;9064355;Berlin, Lilienthalpark;5809826;4590348;52414270;13326339
64356;9064356;Berlin, JŠgerstr.;5811197;4590669;52426535;13331427
64357;9064357;Berlin, Geraer Str.;5810584;4590920;52420986;13334949
64358;9064358;Berlin, Georgenstr.;5810333;4591043;52418710;13336688
64359;9064359;Berlin, Stanzer Zeile;5810105;4591149;52416644;13338184
64360;9064360;Berlin, Stadtilmer Weg;5809930;4591720;52414977;13346526
64361;9064361;Berlin, Kranoldplatz;5811255;4590348;52427109;13326725
65103;9065103;Berlin, Wupperstr.;5809235;4586693;52409551;13272483
65151;9065151;Berlin, Alsterweg;5809612;4586968;52412895;13276621
65152;9065152;Berlin, Persantestr.;5809841;4587191;52414917;13279957
66101;9066101;S Lichterfelde West (Berlin);5813045;4588215;52443539;13295848
66102;9066102;S Botanischer Garten (Berlin);5813504;4588900;52447552;13306041
66103;9066103;Berlin, Unter den Eichen/Drakestr.;5813274;4588052;52445622;13293511
66104;9066104;Berlin, Thielallee/Dahlemer Weg;5812821;4587279;52441676;13282027
66105;9066105;Berlin, Botanischer Garten;5813967;4589178;52451666;13310252
66106;9066106;Berlin, Fabeckstr.;5813554;4588500;52448066;13300172
66150;9066150;Berlin, Drakestr./GardeschŸtzenweg;5812914;4588321;52442345;13297371
66151;9066151;Berlin, Asternplatz;5813712;4588752;52449444;13303920
66152;9066152;Berlin, Schlossparktheater;5814246;4589760;52454078;13318886
66153;9066153;Berlin, Lipaer Str.;5813573;4589229;52448118;13310897
66154;9066154;Berlin, Tietzenweg;5813184;4588630;52444721;13301986
66181;9066181;Berlin, Braillestr.;5814170;4589550;52453429;13315777
66201;9066201;Berlin, Carstennstr./Ringstr.;5811830;4587640;52432715;13287075
66202;9066202;Berlin, Luzerner Str.;5810872;4588053;52424042;13292894
66203;9066203;Berlin, Pinnauweg;5810529;4587259;52421087;13281136
66204;9066204;Berlin, Darser Str.;5810068;4587428;52416918;13283499
66205;9066205;Berlin, Hochbaumstr.;5811519;4587770;52429900;13288904
66251;9066251;Berlin, Billy-Wilder-Promenade;5810170;4587670;52417796;13287081
66252;9066252;Berlin, Lichterfelder Weg;5810419;4588195;52419949;13294861
66253;9066253;Berlin, Platz des 4. Juli;5810680;4587640;52422383;13286774
66254;9066254;Berlin, Thuner Platz;5810838;4588281;52423700;13296236
66255;9066255;Berlin, ZŸricher Str.;5811210;4587902;52427103;13290763
66256;9066256;Berlin, Kšhlerstr.;5812119;4587784;52435288;13289268
66257;9066257;Berlin, Johanneskirchplatz;5812290;4588040;52436784;13293076
66301;9066301;Berlin, Appenzeller Str.;5810642;4588439;52421913;13298506
66302;9066302;Berlin, Bundesarchiv;5811813;4588511;52432422;13299874
66303;9066303;Berlin, Holbeinstr.;5812406;4588677;52437723;13302471
66351;9066351;Berlin, Prettauer Pfad;5810480;4588641;52420425;13301431
66353;9066353;Berlin, Engadiner Weg;5811038;4588727;52425424;13302843
66354;9066354;Berlin, Bremer Str.;5811431;4588993;52428912;13306857
66355;9066355;Berlin, Berner Str.;5811838;4588030;52432724;13292810
66401;9066401;Berlin, Goerzallee/Drakestr.;5811708;4589180;52431370;13309679
66402;9066402;Berlin, Karwendelstr.;5811890;4588980;52433038;13306788
66404;9066404;Berlin, HŠndelplatz;5813779;4589533;52449919;13315422
66405;9066405;Berlin, Hindenburgdamm/Klingsorstr.;5813056;4589569;52443418;13315758
66407;9066407;Berlin, Drakestr./Ringstr.;5812680;4588490;52440215;13299794
66408;9066408;Berlin, BŠkestr.;5812160;4589420;52435392;13313328
66409;9066409;Berlin, Klingsorplatz/Klinikum;5813120;4589920;52443935;13320936
66410;9066410;Berlin, Charit - Campus Benjamin Franklin;5812790;4589596;52441023;13316084
66451;9066451;Berlin, Baseler Str.;5812401;4588196;52437756;13295398
66454;9066454;Berlin, Krahmerstr./Stockweg;5812508;4589580;52438492;13315773
66455;9066455;Berlin, Manteuffelstr.;5813427;4589532;52446757;13315313
67101;9067101;Berlin, Leonorenstr./Siemensstr.;5813178;4591147;52444253;13338992
67103;9067103;Berlin, Mozartstr.;5812973;4590689;52442487;13332202
67151;9067151;Berlin, GŠrtnerstr.;5812681;4590350;52439920;13327139
67152;9067152;Berlin, Stadion Lichterfelde;5812543;4590216;52438702;13325132
67171;9067171;Berlin, Teltowkanalstr.;5813088;4590636;52443529;13331454
67200;9067200;Berlin, Kamenzer Damm/Wedellstr.;5812084;4592532;52434192;13359052
67201;9067201;Berlin, Lankwitz Kirche;5812297;4591623;52436259;13345749
67202;9067202;Berlin, Edenkobener Weg;5812706;4591983;52439873;13351153
67203;9067203;Berlin, Wunsiedeler Weg;5812449;4592432;52437488;13357683
67204;9067204;Berlin, Malteserstr./Kamenzer Damm;5811973;4592140;52433261;13353259
67205;9067205;Berlin, Kaiser-Wilhelm-Str./Seydlitzstr.;5811836;4591151;52432196;13338685
67221;9067221;S Lankwitz (Berlin);5812602;4591414;52439034;13342760
67251;9067251;Berlin, Stadtbad Lankwitz;5812869;4591362;52441441;13342068
67252;9067252;Berlin, Kameradenweg;5812052;4591658;52434052;13346196
67253;9067253;Berlin, Havensteinstr.;5811816;4591671;52431929;13346323
67254;9067254;Berlin, Eiswaldtstr.;5811444;4591727;52428578;13347044
67255;9067255;Berlin, Paul-Schneider-Str.;5812079;4591921;52434250;13350069
67256;9067256;Berlin, Langkofelweg;5812580;4592160;52438711;13353721
67257;9067257;Berlin, Dillgesstr.;5812070;4591389;52434258;13342247
67258;9067258;Berlin, Bruchwitzstr.;5812482;4591796;52437892;13348343
67301;9067301;Berlin, Brotteroder Str.;5810519;4591989;52420223;13350640
67302;9067302;Berlin, St. Marien-Krankenhaus;5810970;4591790;52424309;13347840
67351;9067351;Berlin, Blankenhainer Str.;5810722;4591887;52422064;13349197
67352;9067352;Berlin, Maximilian-Kaller-Str.;5810117;4592153;52416584;13352940
67401;9067401;Berlin, Am Gemeindepark;5811526;4592290;52429220;13355341
67402;9067402;Berlin, Preysingstr.;5811361;4592921;52427631;13364569
67451;9067451;Berlin, Emmichstr.;5811352;4592286;52427657;13355234
67453;9067453;Berlin, Marchandstr.;5810858;4592442;52423193;13357391
67454;9067454;Berlin, Friedrichrodaer Str.;5810554;4592543;52420444;13358791
67455;9067455;Berlin, Vom Guten Hirten;5810032;4592748;52415720;13361659
67456;9067456;Berlin, Wedellstr.;5811546;4592509;52429362;13358565
67457;9067457;Berlin, Wichurastr.;5811440;4592780;52428364;13362519
67458;9067458;Berlin, Sonnenscheinpfad;5811257;4593149;52426658;13367891
68101;9068101;U Paradestr. (Berlin);5817010;4594320;52478142;13386725
68102;9068102;Berlin, Dudenstr./Katzbachstr.;5817753;4593630;52484936;13376781
68103;9068103;Berlin, Boelckestr./Hoeppnerstr.;5816365;4593733;52472449;13377906
68104;9068104;Berlin, Rumeyplan;5816715;4593702;52475598;13377549
68105;9068105;Berlin, Hoeppnerstr.;5816390;4593450;52472722;13373750
68106;9068106;Berlin, BŠumerplan;5816761;4593567;52476035;13375575
68151;9068151;Berlin, Gontermannstr.;5816588;4593283;52474529;13371348
68152;9068152;Berlin, WŸsthoffstr.;5817070;4593640;52478798;13376736
68153;9068153;Berlin, Badener Ring;5817439;4593681;52482106;13377443
68154;9068154;Berlin, Monumentenstr.;5818060;4593630;52487694;13376867
68156;9068156;Berlin, Bayernring;5817495;4593938;52482565;13381240
68157;9068157;Berlin, Schreiberring;5817308;4593814;52480907;13379363
68158;9068158;Berlin, Adolf-Scheidt-Platz;5817005;4593752;52478195;13378366
68201;9068201;S+U Tempelhof (Berlin);5816180;4594270;52470694;13385754
68202;9068202;U Alt-Tempelhof (Berlin);5815650;4594283;52465930;13385796
68203;9068203;Berlin, Berlinickeplatz;5815684;4593759;52466326;13378098
68204;9068204;Berlin, Albrechtstr./Manteuffelstr.;5815097;4593676;52461067;13376712
68205;9068205;Berlin, Oberlandstr./Germaniastr.;5815420;4595299;52463688;13400675
68251;9068251;Berlin, Felixstr.;5815615;4594882;52465512;13394597
68252;9068252;Berlin, Oberlandstr./BAB;5815406;4595562;52463516;13404540
68253;9068253;Berlin, Ringbahnstr.;5815901;4593748;52468277;13377997
68272;9068272;U Tempelhof/Ringbahnstr. (Berlin);5815970;4594280;52468806;13385842
68301;9068301;S Attilastr. (Berlin);5813530;4592610;52447170;13360599
68302;9068302;U Kaiserin-Augusta-Str. (Berlin);5815046;4594234;52460513;13384905
68304;9068304;Berlin, Ršblingstr./Attilastr.;5813814;4593029;52449650;13366839
68341;9068341;Berlin, Attilaplatz;5814515;4593629;52455846;13375858
68342;9068342;Berlin, Tankredstr.;5814414;4593552;52454952;13374697
68343;9068343;Berlin, Wittekindstr.;5814475;4593496;52455509;13373891
68351;9068351;Berlin, Ringstr./KurfŸrstenstr.;5813354;4593151;52445497;13368505
68352;9068352;Berlin, Gersdorfstr./KurfŸrstenstr.;5813549;4593334;52447218;13371250
68353;9068353;Berlin, Friedrich-Wilhelm-Str.;5814803;4593642;52458431;13376130
68354;9068354;Berlin, Rathaus Tempelhof;5815306;4594257;52462844;13385317
68355;9068355;Berlin, Chlodwigstr.;5814172;4593362;52452810;13371835
68357;9068357;Berlin, Mergentheimer Str.;5813254;4592266;52444748;13355465
69101;9069101;Berlin, Columbiadamm/Friesenstr.;5817685;4594834;52484118;13394479
69151;9069151;Berlin, Gol§ener Str.;5817651;4595218;52483745;13400120
69201;9069201;Berlin, Tempelhofer Damm/Ordensmeisterstr.;5814565;4594167;52456203;13383784
69202;9069202;Berlin, Oberlandstr. Mitte;5815476;4595925;52464082;13409899
69203;9069203;Berlin, Komturstr.;5814926;4595329;52459245;13400976
69204;9069204;Berlin, Bergholzstr.;5815039;4596419;52460069;13417039
69205;9069205;Berlin, Industriestr.;5814501;4595946;52455319;13409928
69206;9069206;Berlin, Rohdestr.;5815023;4595759;52460041;13407328
69207;9069207;Berlin, Colditzstr./Ullsteinstr.;5814237;4595038;52453105;13396500
69208;9069208;Berlin, Eschersheimer Str.;5815615;4596709;52465192;13421471
69211;9069211;Berlin, Tempelhofer Damm/U Ullsteinstr.;5814530;4594240;52455876;13384848
69251;9069251;Berlin, Colditzstr.;5814758;4594776;52457831;13392795
69252;9069252;Berlin, Wenckebachstr.;5814626;4594453;52456701;13388007
69253;9069253;Berlin, Oberlandgarten;5815543;4596286;52464620;13415228
69254;9069254;Berlin, Bambachstr.;5815689;4597065;52465794;13426729
69257;9069257;Berlin, Saalburgstr.;5814781;4596163;52457796;13413200
